disability,limitation,accommodation
Heart Condition,Lifting,Patient Lifts (General)
Heart Condition,Lifting,Pool Lifts
Heart Condition,Lifting,Powered Bath Lifts
Heart Condition,Lifting,Toileting Aids
Heart Condition,Lifting,Transfer Aids
Heart Condition,Lifting,Transfer Sheets
Heart Condition,Lifting,Walk-up Changing Tables
Heart Condition,Lifting,Wheelchair Lifts
Heart Condition,Respiratory Distress/Breathing Problem,Air Cleaners & Purifiers
Heart Condition,Respiratory Distress/Breathing Problem,Air Cleaners - Chemical/Odor Removal
Heart Condition,Respiratory Distress/Breathing Problem,Air Cleaning Systems
Heart Condition,Respiratory Distress/Breathing Problem,Air Purifiers for Multiple Chemical Sensitivity
Heart Condition,Respiratory Distress/Breathing Problem,Alternative Cleaning Supplies
Heart Condition,Respiratory Distress/Breathing Problem,Augmentative and Alternative Communication (AAC) Device
Heart Condition,Respiratory Distress/Breathing Problem,"Carpet Alternatives, Sealants, and Sustainable Flooring"
Heart Condition,Respiratory Distress/Breathing Problem,Escape Hoods
Heart Condition,Respiratory Distress/Breathing Problem,Flexible Schedule
Heart Condition,Respiratory Distress/Breathing Problem,Floor Cleaning/Stripping Products - Chemical Sensitivity
Heart Condition,Respiratory Distress/Breathing Problem,Low/No Odor Paints and Stains
Heart Condition,Respiratory Distress/Breathing Problem,Mask Brackets and Frames
Heart Condition,Respiratory Distress/Breathing Problem,Masks - Respirator
Heart Condition,Respiratory Distress/Breathing Problem,Masks – General/Chemical/Allergen
Heart Condition,Respiratory Distress/Breathing Problem,Odor Control
Heart Condition,Respiratory Distress/Breathing Problem,Outgoing Voice Amplification - Telephone
Heart Condition,Respiratory Distress/Breathing Problem,Personal Air Cleaner (Neckworn)
Heart Condition,Respiratory Distress/Breathing Problem,Personal On-Site Paging Devices
Heart Condition,Respiratory Distress/Breathing Problem,Powered Air Purifying Respirator (PAPR)
Heart Condition,Respiratory Distress/Breathing Problem,"Telework, Work from Home, Working Remotely"
Heart Condition,Respiratory Distress/Breathing Problem,Voice Amplification
Heart Condition,Take Medication,Additional Training Time / Training Refreshers
Heart Condition,Take Medication,Flexible Schedule
Heart Condition,Take Medication,Medication Reminders
Heart Condition,Take Medication,Policy Modification
Heart Condition,Take Medication,Reminders
Heart Condition,Take Medication,Rest Area/Private Space
Heart Condition,Take Medication,"Telework, Work from Home, Working Remotely"
Heart Condition,Take Medication,Verbal Cues
Heart Condition,Take Medication,Voice Recorders
Heart Condition,Temperature Sensitivity,Air Deflectors
Heart Condition,Temperature Sensitivity,Cold Resistant Gloves
Heart Condition,Temperature Sensitivity,Cooling Clothing
Heart Condition,Temperature Sensitivity,Fans
Heart Condition,Temperature Sensitivity,Flexible Schedule
Heart Condition,Temperature Sensitivity,Heated Clothing
Heart Condition,Temperature Sensitivity,Heated Ergonomic and Computer Products
Heart Condition,Temperature Sensitivity,Heated Gloves
Heart Condition,Temperature Sensitivity,Portable Air Conditioners
Heart Condition,Temperature Sensitivity,"Telework, Work from Home, Working Remotely"
Heart Condition,Temperature Sensitivity,Vent Covers
Heart Condition,Temperature Sensitivity,Workstation Space Heaters
Heart Condition,Walking,Accessories for Scooters
Heart Condition,Walking,Aide/Assistant/Attendant
Heart Condition,Walking,All-Terrain Scooters
Heart Condition,Walking,All-Terrain Wheelchairs
Heart Condition,Walking,Anti-fatigue Matting
Heart Condition,Walking,Boat Access
Heart Condition,Walking,Ergonomic and Pneumatic Tools
Heart Condition,Walking,Examination and Procedures Chair
Heart Condition,Walking,Foldable / Transport Wheelchairs
Heart Condition,Walking,Head Support for Wheelchairs
Heart Condition,Walking,Large-Rated Scooters
Heart Condition,Walking,Large-Rated Wheelchairs
Heart Condition,Walking,Low Task Chair
Heart Condition,Walking,Personal Transportation and Mobility Products
Heart Condition,Walking,Reclining Wheelchairs
Heart Condition,Walking,Rollators and Rolling Walkers
Heart Condition,Walking,Scooters
Heart Condition,Walking,Scooters for Small Stature
Heart Condition,Walking,Stair Assists
Heart Condition,Walking,Stools for Cutting Hair
Heart Condition,Walking,"Telework, Work from Home, Working Remotely"
Heart Condition,Walking,Van Conversion
Heart Condition,Walking,Walkers
Heart Condition,Walking,Walkers for Tall Individuals
Heart Condition,Walking,Walkers with Seats
Heart Condition,Walking,Wearable Anti-fatigue Matting
Heart Condition,Walking,Wheelchair Accessible Scales
Heart Condition,Walking,Wheelchair Carts/Trailers
Heart Condition,Walking,Wheelchair Mounts
Heart Condition,Walking,Wheelchairs
Heart Condition,Walking,Wheelchairs for Small Stature
Heart Condition,Walking,Worksite Redesign / Modified Workspace
Heart Condition,Move Items/People,Adjustable Exam Tables
Heart Condition,Move Items/People,Aerial Lifts
Heart Condition,Move Items/People,Animal Lift Tables
Heart Condition,Move Items/People,Ball Transfer Tables
Heart Condition,Move Items/People,Battery Powered Lift Tables
Heart Condition,Move Items/People,Cake Decorating and Baking Equipment
Heart Condition,Move Items/People,Carts
Heart Condition,Move Items/People,Compact Material Handling
Heart Condition,Move Items/People,Compact Mobile Cranes
Heart Condition,Move Items/People,Engine Lifts and Lift Plates
Heart Condition,Move Items/People,Ergonomic and Pneumatic Tools
Heart Condition,Move Items/People,Grab Bars - Toilet Hinged Arm Support
Heart Condition,Move Items/People,Hair Scissors
Heart Condition,Move Items/People,Large-Rated Small Step Ladders
Heart Condition,Move Items/People,Lifting Aids
Heart Condition,Move Items/People,Light Switch Extension Handles
Heart Condition,Move Items/People,Manhole Cover Lifts
Heart Condition,Move Items/People,Multi-Purpose Carts
Heart Condition,Move Items/People,"Pickups, Semis, and Heavy Equipment"
Heart Condition,Move Items/People,Pipettes
Heart Condition,Move Items/People,Pool Lifts
Heart Condition,Move Items/People,Proper Lifting Techniques
Heart Condition,Move Items/People,Rolling Safety Ladders
Heart Condition,Move Items/People,Spring-Loaded Carts
Heart Condition,Move Items/People,Stainless Steel Carts and Worktables
Heart Condition,Move Items/People,Swing Away Grab Bars
Heart Condition,Move Items/People,Tire Handling
Heart Condition,Move Items/People,Transfer Aids
Heart Condition,Move Items/People,Transfer Sheets
Heart Condition,Move Items/People,Trashcans
Heart Condition,Move Items/People,Vacuum Lifts
Heart Condition,Move Items/People,Vacuum Pickup Tools
Heart Condition,Move Items/People,Walk-up Changing Tables
Heart Condition,Parking,Accessible Parking Space
Heart Condition,Parking,Flexible Schedule
Heart Condition,Parking,"Telework, Work from Home, Working Remotely"
Heart Condition,Parking,Wheelchairs
Heart Condition,Stress,Apps for Anxiety and Stress
Heart Condition,Stress,Behavior Modification Techniques
Heart Condition,Stress,Counseling/Therapy
Heart Condition,Stress,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Heart Condition,Stress,Flexible Schedule
Heart Condition,Stress,Job Coaches
Heart Condition,Stress,Job Restructuring
Heart Condition,Stress,Marginal Functions
Heart Condition,Stress,Modified Break Schedule
Heart Condition,Stress,Monitor Mirrors
Heart Condition,Stress,Odor Control
Heart Condition,Stress,On-site Mentoring
Heart Condition,Stress,Service Animal
Heart Condition,Stress,Simulated Skylights and Windows
Heart Condition,Stress,Strobe Lights
Heart Condition,Stress,Supervisory Methods
Heart Condition,Stress,Support Animal
Heart Condition,Stress,Support Person
Heart Condition,Stress,"Telework, Work from Home, Working Remotely"
Heart Condition,Stress,Uninterrupted Work Time
Heart Condition,Temperature,Air Deflectors
Heart Condition,Temperature,Cold Resistant Gloves
Heart Condition,Temperature,Cooling Clothing
Heart Condition,Temperature,Fans
Heart Condition,Temperature,Flexible Schedule
Heart Condition,Temperature,Foot Warmers
Heart Condition,Temperature,Heat Resistant Gloves
Heart Condition,Temperature,Heated Clothing
Heart Condition,Temperature,Heated Ergonomic and Computer Products
Heart Condition,Temperature,Heated Gloves
Heart Condition,Temperature,Modified Break Schedule
Heart Condition,Temperature,"Telework, Work from Home, Working Remotely"
Heart Condition,Temperature,Vent Covers
Heart Condition,Temperature,Workstation Space Heaters
Hepatitis,Decreased Stamina/Fatigue,Aide/Assistant/Attendant
Hepatitis,Decreased Stamina/Fatigue,Anti-fatigue Matting
Hepatitis,Decreased Stamina/Fatigue,Ergonomic Assessments
Hepatitis,Decreased Stamina/Fatigue,Ergonomic Equipment
Hepatitis,Decreased Stamina/Fatigue,Job Restructuring
Hepatitis,Decreased Stamina/Fatigue,Periodic Rest Breaks
Hepatitis,Decreased Stamina/Fatigue,Stand-lean Stools
Hepatitis,Decreased Stamina/Fatigue,Task Rotation
Hepatitis,Decreased Stamina/Fatigue,"Telework, Work from Home, Working Remotely"
Hepatitis,Decreased Stamina/Fatigue,Wearable Anti-fatigue Matting
Hepatitis,Decreased Stamina/Fatigue,Worksite Redesign / Modified Workspace
Hepatitis,Organizing/Planning/Prioritizing,Applications (apps)
Hepatitis,Organizing/Planning/Prioritizing,Apps for Organization/ Time Management
Hepatitis,Organizing/Planning/Prioritizing,Calendars and Planners
Hepatitis,Organizing/Planning/Prioritizing,"Color-coded Manuals, Outlines, and Maps"
Hepatitis,Organizing/Planning/Prioritizing,Electronic Organizers
Hepatitis,Organizing/Planning/Prioritizing,Ergonomic Equipment
Hepatitis,Organizing/Planning/Prioritizing,Job Coaches
Hepatitis,Organizing/Planning/Prioritizing,Job Restructuring
Hepatitis,Organizing/Planning/Prioritizing,On-site Mentoring
Hepatitis,Organizing/Planning/Prioritizing,Organization Software
Hepatitis,Organizing/Planning/Prioritizing,Personal On-Site Paging Devices
Hepatitis,Organizing/Planning/Prioritizing,Professional Organizers
Hepatitis,Organizing/Planning/Prioritizing,Reminders
Hepatitis,Organizing/Planning/Prioritizing,Supervisory Methods
Hepatitis,Organizing/Planning/Prioritizing,Task Identification
Hepatitis,Organizing/Planning/Prioritizing,Task Separation
Hepatitis,Organizing/Planning/Prioritizing,Timers and Watches
Hepatitis,Organizing/Planning/Prioritizing,Visual Schedulers
Hepatitis,Organizing/Planning/Prioritizing,Written Instructions
Hepatitis,Stress Intolerance,Apps for Anxiety and Stress
Hepatitis,Stress Intolerance,Behavior Modification Techniques
Hepatitis,Stress Intolerance,Counseling/Therapy
Hepatitis,Stress Intolerance,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Hepatitis,Stress Intolerance,Flexible Schedule
Hepatitis,Stress Intolerance,Job Restructuring
Hepatitis,Stress Intolerance,Marginal Functions
Hepatitis,Stress Intolerance,Modified Break Schedule
Hepatitis,Stress Intolerance,Supervisory Methods
Hepatitis,Stress Intolerance,Support Animal
Hepatitis,Stress Intolerance,Support Person
Hepatitis,Take Medication,Additional Training Time / Training Refreshers
Hepatitis,Take Medication,Flexible Schedule
Hepatitis,Take Medication,Medication Reminders
Hepatitis,Take Medication,Policy Modification
Hepatitis,Take Medication,Reminders
Hepatitis,Take Medication,Rest Area/Private Space
Hepatitis,Take Medication,"Telework, Work from Home, Working Remotely"
Hepatitis,Take Medication,Verbal Cues
Hepatitis,Take Medication,Voice Recorders
Hepatitis,Policies,Additional Training Time / Training Refreshers
Hepatitis,Policies,Aide/Assistant/Attendant
Hepatitis,Policies,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Hepatitis,Policies,Flexible Schedule
Hepatitis,Policies,Marginal Functions
Hepatitis,Policies,Modified Break Schedule
Hepatitis,Policies,Periodic Rest Breaks
Hepatitis,Policies,Physical/Social Distancing Signage
Hepatitis,Policies,Policy Modification
Hepatitis,Policies,Reassignment
Hepatitis,Policies,Service Animal
Hepatitis,Policies,Sleep Alerting Devices
Hepatitis,Policies,Strobe Lights
Hepatitis,Policies,Supervisory Methods
Hepatitis,Policies,Support Animal
Hepatitis,Policies,"Telework, Work from Home, Working Remotely"
Hepatitis,Policies,Touchless Faucets
Hepatitis,Safety Standards,Additional Training Time / Training Refreshers
Hepatitis,Safety Standards,Cut and Puncture Resistant Gloves and Sleeves
Hepatitis,Safety Standards,Designated Responders
Hepatitis,Safety Standards,Machine Guards and Shields
Hepatitis,Safety Standards,Plan of Action
Hepatitis,Safety Standards,Workplace Safety
Hepatitis,Stress,Apps for Anxiety and Stress
Hepatitis,Stress,Behavior Modification Techniques
Hepatitis,Stress,Flexible Schedule
Hepatitis,Stress,Counseling/Therapy
Hepatitis,Stress,Job Restructuring
Hepatitis,Stress,Marginal Functions
Hepatitis,Stress,Modified Break Schedule
Hepatitis,Stress,On-site Mentoring
Hepatitis,Stress,Service Animal
Hepatitis,Stress,Simulated Skylights and Windows
Hepatitis,Stress,Supervisory Methods
Hepatitis,Stress,Support Animal
Hepatitis,Stress,Support Person
Hepatitis,Stress,Task Rotation
Hepatitis,Stress,"Telework, Work from Home, Working Remotely"
Hepatitis,Stress,Uninterrupted Work Time
Hepatitis,Use Cognitive Function,Additional Training Time / Training Refreshers
Hepatitis,Use Cognitive Function,Aide/Assistant/Attendant
Hepatitis,Use Cognitive Function,Color Coded System
Hepatitis,Use Cognitive Function,Counting/Measuring Aids
Hepatitis,Use Cognitive Function,Electronic Dictionaries
Hepatitis,Use Cognitive Function,Electronic Organizers
Hepatitis,Use Cognitive Function,Extra Time
Hepatitis,Use Cognitive Function,"Fractional, Decimal, Statistical, or Scientific Calculators"
Hepatitis,Use Cognitive Function,Job Coaches
Hepatitis,Use Cognitive Function,Line Guides
Hepatitis,Use Cognitive Function,Marginal Functions
Hepatitis,Use Cognitive Function,Modified Break Schedule
Hepatitis,Use Cognitive Function,On-site Mentoring
Hepatitis,Use Cognitive Function,Personal On-Site Paging Devices
Hepatitis,Use Cognitive Function,Professional Organizers
Hepatitis,Use Cognitive Function,Reassignment
Hepatitis,Use Cognitive Function,Reminders
Hepatitis,Use Cognitive Function,Service Animal
Hepatitis,Use Cognitive Function,Social Skill Builders
Hepatitis,Use Cognitive Function,Support Person
Hepatitis,Use Cognitive Function,Training Modifications
Hepatitis,Use Cognitive Function,Uninterrupted Work Time
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Accessories for Scooters
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Aide/Assistant/Attendant
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,All-Terrain Scooters
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Anti-fatigue Matting
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Elevating Wheelchairs
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Ergonomic and Pneumatic Tools
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Ergonomic Assessments
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Ergonomic Equipment
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Examination and Procedures Chair
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Flexible Schedule
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Head Support for Wheelchairs
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Job Restructuring
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Low Task Chair
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Mechanic's Seats and Creepers
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Multi-Purpose Carts
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Periodic Rest Breaks
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Scooters
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Stand-lean Stools
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Stools for Cutting Hair
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,"Telework, Work from Home, Working Remotely"
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Walkers
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Wearable Anti-fatigue Matting
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Wheelchair Accessible Scales
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Wheelchair Mounts
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Wheelchairs
Human Immunodeficiency Virus (HIV),Decreased Stamina/Fatigue,Worksite Redesign / Modified Workspace
Human Immunodeficiency Virus (HIV),Dietary Needs,Flexible Schedule
Human Immunodeficiency Virus (HIV),Dietary Needs,Mini Refrigerators/ Electric Coolers
Human Immunodeficiency Virus (HIV),Dietary Needs,Policy Modification
Human Immunodeficiency Virus (HIV),Low Vision,Accessible Mobile Phones
Human Immunodeficiency Virus (HIV),Low Vision,Accessible Telephones
Human Immunodeficiency Virus (HIV),Low Vision,Apps for Individuals with Vision Impairment
Human Immunodeficiency Virus (HIV),Low Vision,External Computer Screen Magnification
Human Immunodeficiency Virus (HIV),Low Vision,Head-mounted Magnifiers
Human Immunodeficiency Virus (HIV),Low Vision,High Visibility Floor Tape and Paint
Human Immunodeficiency Virus (HIV),Low Vision,Large Button Phones
Human Immunodeficiency Virus (HIV),Low Vision,Large Visual Display for Telephone
Human Immunodeficiency Virus (HIV),Low Vision,Lighted Reading Glasses
Human Immunodeficiency Virus (HIV),Low Vision,Low Vision Office Supplies
Human Immunodeficiency Virus (HIV),Low Vision,Magnification (Hand or Stand)
Human Immunodeficiency Virus (HIV),Low Vision,Optical Character Recognition (OCR) Systems - Scan
Human Immunodeficiency Virus (HIV),Low Vision,Portable Video/Electronic Magnifiers
Human Immunodeficiency Virus (HIV),Low Vision,Screen Magnification and Screen Reading Combined
Human Immunodeficiency Virus (HIV),Low Vision,Screen Magnification Software
Human Immunodeficiency Virus (HIV),Low Vision,Sewing Aids for Individuals with Vision Impairment
Human Immunodeficiency Virus (HIV),Low Vision,Stair Tread/Textured Tape
Human Immunodeficiency Virus (HIV),Low Vision,Tactile Timepieces/Watches
Human Immunodeficiency Virus (HIV),Low Vision,Talking Alarm Clocks
Human Immunodeficiency Virus (HIV),Low Vision,Talking Bar Code Scanner/Reader
Human Immunodeficiency Virus (HIV),Low Vision,Talking Blood Glucose Monitors
Human Immunodeficiency Virus (HIV),Low Vision,Talking Blood Pressure Monitors
Human Immunodeficiency Virus (HIV),Low Vision,Talking Cash Register
Human Immunodeficiency Virus (HIV),Low Vision,Talking Coin Counter/Sorter
Human Immunodeficiency Virus (HIV),Low Vision,Talking Color Detector
Human Immunodeficiency Virus (HIV),Low Vision,Talking Copier
Human Immunodeficiency Virus (HIV),Low Vision,Talking Credit Card Terminal
Human Immunodeficiency Virus (HIV),Low Vision,Talking Money Identifier
Human Immunodeficiency Virus (HIV),Low Vision,Talking Scales
Human Immunodeficiency Virus (HIV),Low Vision,Talking Telephones
Human Immunodeficiency Virus (HIV),Low Vision,Talking Watches
Human Immunodeficiency Virus (HIV),Memory Loss,Additional Training Time / Training Refreshers
Human Immunodeficiency Virus (HIV),Memory Loss,Apps for Memory
Human Immunodeficiency Virus (HIV),Memory Loss,Calendars and Planners
Human Immunodeficiency Virus (HIV),Memory Loss,Electronic Organizers
Human Immunodeficiency Virus (HIV),Memory Loss,Job Coaches
Human Immunodeficiency Virus (HIV),Memory Loss,Professional Organizers
Human Immunodeficiency Virus (HIV),Memory Loss,"Recorded Directives, Messages, Materials"
Human Immunodeficiency Virus (HIV),Memory Loss,Reminders
Human Immunodeficiency Virus (HIV),Memory Loss,Social Skill Builders
Human Immunodeficiency Virus (HIV),Memory Loss,Support Person
Human Immunodeficiency Virus (HIV),Memory Loss,Verbal Cues
Human Immunodeficiency Virus (HIV),Memory Loss,Visual Schedulers
Human Immunodeficiency Virus (HIV),Memory Loss,Written Instructions
Human Immunodeficiency Virus (HIV),Nausea,Flexible Schedule
Human Immunodeficiency Virus (HIV),Nausea,Mini Refrigerators/ Electric Coolers
Human Immunodeficiency Virus (HIV),Nausea,Odor Control
Human Immunodeficiency Virus (HIV),Nausea,"Telework, Work from Home, Working Remotely"
Human Immunodeficiency Virus (HIV),Photosensitivity,Alternative Lighting
Human Immunodeficiency Virus (HIV),Photosensitivity,Anti-Glare Filters for Fluorescent Lights
Human Immunodeficiency Virus (HIV),Photosensitivity,"Cubicle Doors, Shields, and Shades"
Human Immunodeficiency Virus (HIV),Photosensitivity,Fluorescent Light Tube Covers
Human Immunodeficiency Virus (HIV),Photosensitivity,Full Spectrum or Natural Lighting Products
Human Immunodeficiency Virus (HIV),Photosensitivity,LED Light Filters
Human Immunodeficiency Virus (HIV),Photosensitivity,Light Filtering Glasses
Human Immunodeficiency Virus (HIV),Photosensitivity,Lighting Gel Filters
Human Immunodeficiency Virus (HIV),Photosensitivity,Sun/UV Protective Clothing
Human Immunodeficiency Virus (HIV),Photosensitivity,Vehicle Window Tinting and Shades
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Air Cleaners & Purifiers
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Air Cleaners - Chemical/Odor Removal
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Air Cleaning Systems
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Air Purifiers for Multiple Chemical Sensitivity
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Alternative Cleaning Supplies
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Augmentative and Alternative Communication (AAC) Device
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,"Carpet Alternatives, Sealants, and Sustainable Flooring"
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Escape Hoods
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Flexible Schedule
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Floor Cleaning/Stripping Products - Chemical Sensitivity
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Low/No Odor Paints and Stains
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Mask Brackets and Frames
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Masks - Respirator
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Masks – General/Chemical/Allergen
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Odor Control
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Outgoing Voice Amplification - Telephone
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Personal Air Cleaner (Neckworn)
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Personal On-Site Paging Devices
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Powered Air Purifying Respirator (PAPR)
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,"Telework, Work from Home, Working Remotely"
Human Immunodeficiency Virus (HIV),Respiratory Distress/Breathing Problem,Voice Amplification
Human Immunodeficiency Virus (HIV),Skin Rash/Blisters/Sores,Alternative Cleaning Supplies
Human Immunodeficiency Virus (HIV),Skin Rash/Blisters/Sores,Augmentative and Alternative Communication (AAC) Device
Human Immunodeficiency Virus (HIV),Skin Rash/Blisters/Sores,Disability Awareness/Etiquette Training
Human Immunodeficiency Virus (HIV),Skin Rash/Blisters/Sores,Job Restructuring
Human Immunodeficiency Virus (HIV),Skin Rash/Blisters/Sores,Odor Control
Human Immunodeficiency Virus (HIV),Skin Rash/Blisters/Sores,Outgoing Voice Amplification - Telephone
Human Immunodeficiency Virus (HIV),Skin Rash/Blisters/Sores,Policy Modification
Human Immunodeficiency Virus (HIV),Skin Rash/Blisters/Sores,Touchless Faucets
Human Immunodeficiency Virus (HIV),Skin Rash/Blisters/Sores,Voice Amplification
Human Immunodeficiency Virus (HIV),Stress Intolerance,Apps for Anxiety and Stress
Human Immunodeficiency Virus (HIV),Stress Intolerance,Behavior Modification Techniques
Human Immunodeficiency Virus (HIV),Stress Intolerance,Counseling/Therapy
Human Immunodeficiency Virus (HIV),Stress Intolerance,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Human Immunodeficiency Virus (HIV),Stress Intolerance,Flexible Schedule
Human Immunodeficiency Virus (HIV),Stress Intolerance,Job Restructuring
Human Immunodeficiency Virus (HIV),Stress Intolerance,Marginal Functions
Human Immunodeficiency Virus (HIV),Stress Intolerance,Modified Break Schedule
Human Immunodeficiency Virus (HIV),Stress Intolerance,Supervisory Methods
Human Immunodeficiency Virus (HIV),Stress Intolerance,Support Animal
Human Immunodeficiency Virus (HIV),Stress Intolerance,Support Person
Human Immunodeficiency Virus (HIV),Suppressed Immune System,Disability Awareness/Etiquette Training
Human Immunodeficiency Virus (HIV),Suppressed Immune System,Hand Protection
Human Immunodeficiency Virus (HIV),Suppressed Immune System,Physical/Social Distancing Signage
Human Immunodeficiency Virus (HIV),Suppressed Immune System,Policy Modification
Human Immunodeficiency Virus (HIV),Suppressed Immune System,"Telework, Work from Home, Working Remotely"
Human Immunodeficiency Virus (HIV),Suppressed Immune System,Worksite Redesign / Modified Workspace
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Air Deflectors
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Cold Resistant Gloves
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Cooling Clothing
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Fans
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Flexible Schedule
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Heated Clothing
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Heated Ergonomic and Computer Products
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Heated Gloves
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Portable Air Conditioners
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,"Telework, Work from Home, Working Remotely"
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Vent Covers
Human Immunodeficiency Virus (HIV),Temperature Sensitivity,Workstation Space Heaters
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Accessible Toilets and Toilet Seats
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Aide/Assistant/Attendant
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Flexible Schedule
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Grab Bars - Toilet Hinged Arm Support
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Grooming and Dressing Aids
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Independent Living Aids
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Modified Break Schedule
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Swing Away Grab Bars
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,"Telework, Work from Home, Working Remotely"
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Toileting Aids
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Transfer Aids
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Transfer Sheets
Human Immunodeficiency Virus (HIV),Toileting/Grooming Issue,Worksite Redesign / Modified Workspace
Human Immunodeficiency Virus (HIV),Light,Alternative Lighting
Human Immunodeficiency Virus (HIV),Light,Anti-Glare Filters for Fluorescent Lights
Human Immunodeficiency Virus (HIV),Light,Flexible Schedule
Human Immunodeficiency Virus (HIV),Light,Fluorescent Light Tube Covers
Human Immunodeficiency Virus (HIV),Light,Full Spectrum or Natural Lighting Products
Human Immunodeficiency Virus (HIV),Light,LED Light Filters
Human Immunodeficiency Virus (HIV),Light,Lighting Gel Filters
Human Immunodeficiency Virus (HIV),Light,Modified Lighting
Human Immunodeficiency Virus (HIV),Light,Non-Fluorescent Lighting
Human Immunodeficiency Virus (HIV),Light,Personal Visors
Human Immunodeficiency Virus (HIV),Light,Simulated Skylights and Windows
Human Immunodeficiency Virus (HIV),Light,Sun/UV Protective Clothing
Human Immunodeficiency Virus (HIV),Light,"Telework, Work from Home, Working Remotely"
Human Immunodeficiency Virus (HIV),Light,Transparent Window Shades
